City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,charters towers,-20.1,146.2667,23.53,18,39,5.85,AU,1688881116
365,katsuren-haebaru,26.3369,127.8719,32.43,61,40,5.14,JP,1688881118
366,tijara,27.9333,76.85,33.77,54,100,3.75,IN,1688881119
367,siem reap,13.5,104.0,30.86,45,85,2.63,KH,1688881120
368,badeggi,9.05,6.15,23.18,95,100,1.32,NG,1688881121
369,nenjiang,49.1833,125.2167,28.56,45,100,1.59,CN,1688881122
370,luumaki,60.9262,27.5814,14.06,92,99,3.8,FI,1688881123
371,guaratinga,-16.5667,-39.5667,18.47,97,1,1.32,BR,1688881125
372,twentynine palms,34.1356,-116.0542,31.08,23,0,2.12,US,1688881126
373,acarau,-2.8856,-40.12,24.29,86,0,5.26,BR,1688880905
374,kalix,65.853,23.1565,15.69,53,93,2.72,SE,1688881128
375,moyynkum,44.2914,72.9469,31.39,24,4,2.32,KZ,1688881129
376,lysekil,58.2743,11.4358,15.06,75,100,1.02,SE,1688881130
377,bondo,3.8146,23.6866,23.2,79,90,1.3,CD,1688881132
378,luganville,-15.5333,167.1667,25.72,77,71,3.81,VU,1688881133
379,remire-montjoly,4.9167,-52.2667,24.02,94,0,0.0,GF,1688881134
380,cuamba,-14.8031,36.5372,20.64,65,90,1.53,MZ,1688881135
381,taro,-8.3862,115.28,24.0,85,88,1.85,ID,1688881136
382,grand falls-windsor,48.9332,-55.6649,18.06,90,100,1.29,CA,1688880955
383,columbus,39.9612,-82.9988,21.91,90,75,0.0,US,1688881011
384,chamzinka,54.4019,45.7839,19.49,88,100,5.89,RU,1688881140
385,namibe,-15.1961,12.1522,17.84,78,0,0.28,AO,1688881141
386,villa gesell,-37.2639,-56.973,10.59,70,100,4.36,AR,1688881142
387,nikolayevsk-on-amure,53.1406,140.73,21.06,82,84,1.55,RU,1688881143
388,nova sintra,14.8667,-24.7167,22.2,86,86,4.49,CV,1688881144
389,santa marta,11.2408,-74.199,27.72,79,75,1.34,CO,1688881145
390,porto novo,6.4965,2.6036,24.9,97,98,1.06,BJ,1688881147
391,kijang,35.2442,129.2139,24.85,86,100,5.86,KR,1688881148
392,bouna,9.2667,-3.0,21.04,94,93,1.89,CI,1688881149
393,salinopolis,-0.6136,-47.3561,25.74,83,2,3.53,BR,1688881150
394,lyozna,55.0249,30.7956,17.05,63,0,4.13,BY,1688881151
395,shahrud,36.4182,54.9763,29.02,15,0,3.29,IR,1688881153
396,broken hill,-31.95,141.4333,14.94,50,0,4.85,AU,1688881155
397,qamdo,31.1667,97.2333,17.91,42,100,3.17,CN,1688881156
398,bairnsdale,-37.8333,147.6167,17.81,56,78,1.34,AU,1688881157
399,quelimane,-17.8786,36.8883,21.95,74,64,2.05,MZ,1688881054
400,dazhou,31.2159,107.5009,33.22,61,8,1.26,CN,1688881159
401,noosa heads,-26.3833,153.15,21.73,44,87,2.86,AU,1688881160
402,oeiras,-7.0253,-42.1311,23.73,67,42,1.79,BR,1688881162
403,makokou,0.5738,12.8642,20.72,89,83,1.24,GA,1688881163
404,lakhimpur,27.95,80.7667,35.3,51,61,5.98,IN,1688881164
405,hamilton,39.1834,-84.5333,22.22,94,75,0.0,US,1688880955
406,northam,51.0333,-4.2167,15.22,92,74,4.42,GB,1688881166
407,kegeyli shahar,42.7767,59.6078,37.05,13,0,5.93,UZ,1688881169
408,sitka,57.0531,-135.33,13.94,67,20,9.26,US,1688881170
409,ola,59.5833,151.2833,11.98,92,100,1.46,RU,1688881171
410,parabel',58.6978,81.4825,22.56,55,73,6.25,RU,1688881172
411,charlottetown,46.2352,-63.1267,20.31,94,20,2.57,CA,1688880915
412,happy valley-goose bay,53.3168,-60.3315,18.17,88,75,1.03,CA,1688881175
413,darhan,49.4867,105.9228,26.58,49,90,0.41,MN,1688881176
414,fort mcmurray,56.7268,-111.381,23.73,53,40,0.51,CA,1688881177
415,aral,40.5156,81.2636,32.3,21,98,1.59,CN,1688881178
416,velikiy ustyug,60.7644,46.3106,15.15,85,100,3.14,RU,1688881179
417,sisimiut,66.9395,-53.6735,8.85,81,100,1.11,GL,1688881180
418,darwin,-12.4611,130.8418,31.05,25,0,4.12,AU,1688881025
419,antsohihy,-14.8796,47.9875,25.6,44,54,3.48,MG,1688881183
420,higuera de zaragoza,25.95,-109.2833,29.11,77,4,5.61,MX,1688881184
421,nemuro,43.3236,145.575,17.05,87,77,5.3,JP,1688881185
422,jiaojiang,28.6803,121.4428,32.81,64,45,5.84,CN,1688881186
423,castlegar,49.2998,-117.6689,21.83,63,37,1.59,CA,1688881187
424,mangrol,21.1167,70.1167,29.37,76,79,6.86,IN,1688881189
425,tucupita,9.0622,-62.051,23.24,96,93,1.43,VE,1688881116
426,pontes e lacerda,-15.2261,-59.3353,20.49,61,3,1.1,BR,1688881191
427,harper,4.375,-7.7169,24.2,88,100,2.73,LR,1688881193
428,east ballina,-28.8667,153.5833,18.78,45,0,2.12,AU,1688881194
429,abadeh,31.1608,52.6506,29.64,14,0,1.1,IR,1688881195
430,umba,66.6871,34.3429,9.42,64,33,4.14,RU,1688881197
431,salsomaggiore terme,44.8148,9.9796,23.84,76,0,0.66,IT,1688881198
432,changsu,35.6484,127.5152,24.93,92,100,2.74,KR,1688881199
433,touros,-5.1989,-35.4608,24.04,89,19,4.2,BR,1688881200
434,la'ie,21.6477,-157.9253,26.98,72,98,2.24,US,1688881117
435,tartouss,34.889,35.8866,26.58,80,57,5.97,SY,1688881203
436,bonthe,7.5264,-12.505,25.18,86,100,2.65,SL,1688881204
437,saint-maximin-la-sainte-baume,43.4521,5.8622,25.26,61,0,1.87,FR,1688881205
438,cidade velha,14.9167,-23.6167,25.26,83,75,5.14,CV,1688881206
439,viedma,-40.8135,-62.9967,6.93,92,100,3.57,AR,1688881207
440,sao tome,0.3365,6.7273,23.02,83,75,2.06,ST,1688881208
441,grand gaube,-20.0064,57.6608,22.99,70,55,1.34,MU,1688881210
442,beyneu,45.3167,55.2,37.5,11,0,6.99,KZ,1688881211
443,nogliki,51.8333,143.1667,16.79,95,76,2.94,RU,1688881212
444,new plymouth,-39.0667,174.0833,13.23,91,100,5.99,NZ,1688880980
445,kapuskasing,49.4169,-82.4331,15.05,77,75,2.57,CA,1688881214
446,kambarka,56.2694,54.2062,29.07,44,71,2.38,RU,1688881215
447,saint-philippe,-21.3585,55.7679,23.77,71,56,6.5,RE,1688881216
448,babu,24.4167,111.5167,32.26,67,100,2.14,CN,1688881218
449,lokomotivnyy,53.0118,60.5684,24.67,52,15,3.58,RU,1688881219
450,dukhovnitskoye,52.4828,48.2137,27.3,47,99,3.94,RU,1688881220
451,sola,-13.8833,167.55,26.01,83,83,9.42,VU,1688881221
452,tozkhurmato,34.8905,44.6299,36.39,21,0,3.32,IQ,1688881222
453,poyarkovo,49.6,128.6833,29.3,51,97,4.08,RU,1688881224
454,santa maria del oro,25.9333,-105.3667,24.24,49,22,3.67,MX,1688881225
455,mikhaylovskoye,51.8239,79.7172,25.34,35,38,3.28,RU,1688881226
456,kagizman,40.1567,43.1342,18.15,55,39,2.64,TR,1688881227
457,new norfolk,-42.7826,147.0587,13.29,88,68,4.79,AU,1688881228
458,havre,49.5833,0.3333,17.89,94,95,0.51,FR,1688881229
459,phongsali,21.6833,102.1058,20.15,86,100,0.89,LA,1688881230
460,apostolove,47.66,33.7137,20.2,77,100,7.85,UA,1688881232
461,waiuku,-37.25,174.75,14.58,84,100,5.39,NZ,1688881233
462,dolores,-36.3132,-57.6792,10.12,77,100,3.05,AR,1688881234
463,toliara,-23.35,43.6667,23.19,51,57,2.5,MG,1688881235
464,yacuiba,-22.038,-63.6797,17.14,89,100,0.6,BO,1688881236
465,qui nhon,13.7667,109.2333,30.29,70,4,5.22,VN,1688881035
466,tyukhtet,56.5389,89.3011,17.02,96,98,4.87,RU,1688881239
467,al ghayzah,16.2079,52.176,31.4,63,100,2.17,YE,1688881240
468,shingu,33.7333,135.9833,30.3,70,99,5.84,JP,1688881241
469,wenchang,30.904,118.4887,28.65,83,100,7.57,CN,1688881242
470,linxia chengguanzhen,35.6003,103.2064,29.87,38,1,2.67,CN,1688881137
471,tazovsky,67.4667,78.7,12.8,65,25,6.19,RU,1688881245
472,pascagoula,30.3658,-88.5561,29.03,91,0,1.54,US,1688881246
473,nsanje,-16.92,35.262,21.58,62,0,1.78,MW,1688881247
474,alamosa,37.4695,-105.87,13.99,38,0,3.6,US,1688881248
475,xining,36.6167,101.7667,27.95,33,1,1.74,CN,1688881249
476,jaru,-10.4389,-62.4664,22.62,68,35,0.85,BR,1688881250
477,tocopilla,-22.092,-70.1979,15.07,82,69,4.49,CL,1688881251
478,mount gambier,-37.8333,140.7667,12.55,79,94,5.35,AU,1688881253
479,hampton bays,40.869,-72.5176,23.31,95,45,1.98,US,1688881254
480,iquique,-20.2208,-70.1431,18.02,72,76,2.54,CL,1688881255
481,magadan,59.5667,150.8,11.14,95,100,2.2,RU,1688881256
482,tarinkot,32.6268,65.8733,32.65,12,32,3.38,AF,1688881257
483,zhangjiajie,29.1294,110.4783,26.34,96,100,1.78,CN,1688881099
484,mananjary,-21.2167,48.3333,21.15,87,7,0.76,MG,1688881259
485,la passe,45.5549,-0.8967,19.99,88,9,3.04,FR,1688881261
486,kawage,34.8045,136.5464,29.9,90,100,1.27,JP,1688881262
487,cooma,-36.2333,149.1333,7.7,76,83,6.12,AU,1688881263
488,zholymbet,51.7433,71.7122,24.94,37,88,4.27,KZ,1688881265
489,khark,29.2614,50.3306,33.01,79,0,0.0,IR,1688881266
490,kandira,41.0736,30.1746,19.21,78,100,10.25,TR,1688881267
491,manokwari,-0.8667,134.0833,25.75,87,100,2.54,ID,1688881269
492,saacow,1.6279,42.4407,26.07,66,83,6.9,SO,1688881270
493,salekhard,66.53,66.6019,15.66,70,100,1.52,RU,1688881271
494,malango,-2.9627,119.9001,26.21,80,40,1.25,ID,1688881272
495,harriman,35.934,-84.5524,22.13,99,75,0.0,US,1688881273
496,vorkuta,67.5,64.0,8.56,68,100,2.23,RU,1688881274
497,sao paulo de olivenca,-3.3783,-68.8725,21.71,99,40,0.51,BR,1688881275
498,gamay,12.3854,125.2979,30.29,65,100,1.96,PH,1688881277
499,lhokseumawe,5.1801,97.1507,27.18,80,100,3.61,ID,1688881278
500,ambovombe,-25.1667,46.0833,22.55,59,3,3.22,MG,1688881279
501,smithers,54.7804,-127.1743,18.18,88,75,3.09,CA,1688881280
502,chardara,41.2547,67.9692,31.74,24,0,5.1,KZ,1688881281
503,belogradchik,43.6272,22.6836,19.99,62,0,2.62,BG,1688881282
504,castillos,-34.1667,-53.8333,10.15,84,69,1.46,UY,1688881284
505,orsa,54.5153,30.4053,17.1,69,0,4.85,BY,1688881285
506,poykovskiy,61.2333,73.3333,23.16,53,40,4.0,RU,1688881286
507,kailua-kona,19.6406,-155.9956,26.98,76,75,6.69,US,1688881022
508,kaka,37.3482,59.6143,36.84,12,0,4.12,TM,1688881290
509,maintirano,-18.0667,44.0167,24.37,56,26,1.98,MG,1688881291
510,gwanda,-20.9333,29.0,14.7,42,0,2.45,ZW,1688881292
511,mbaiki,3.8678,17.9892,20.77,96,97,0.65,CF,1688881293
512,kwang binh,17.4833,106.6,38.82,34,15,2.38,VN,1688881294
513,luena,-11.7833,19.9167,9.1,81,0,2.06,AO,1688881296
514,cururupu,-1.8283,-44.8683,22.81,97,10,1.4,BR,1688881297
515,taoudenni,22.6783,-3.9836,35.28,16,1,1.24,ML,1688881298
516,kuta,-8.7233,115.1723,27.97,83,20,7.2,ID,1688881299
517,horta,38.5333,-28.6333,19.45,92,69,1.34,PT,1688881036
518,birao,10.2849,22.7882,22.4,85,95,1.25,CF,1688881304
519,byron bay,-28.65,153.6167,18.73,46,1,1.51,AU,1688881173
520,champerico,14.3,-91.9167,24.41,89,100,1.72,GT,1688881306
521,al hilaliyya,14.9398,33.234,31.12,46,80,8.02,SD,1688881307
522,pimentel,-6.8367,-79.9342,22.16,88,75,6.69,PE,1688881308
523,brady,31.1352,-99.3351,28.97,47,0,3.09,US,1688881309
524,iranshahr,27.2025,60.6848,38.19,10,0,0.0,IR,1688881311
525,anshing,20.0333,77.3167,24.5,80,100,4.96,IN,1688881312
526,popondetta,-8.7537,148.2534,26.82,87,84,1.86,PG,1688881313
527,eureka,40.8021,-124.1637,15.97,87,1,1.34,US,1688881314
528,tchibanga,-2.85,11.0333,18.79,89,58,0.11,GA,1688881315
529,adigrat,14.277,39.462,18.14,62,92,2.86,ET,1688881317
530,fish town,5.1964,-7.8756,21.86,99,95,0.95,LR,1688881318
531,tolanaro,-25.0319,46.9987,20.04,83,40,1.03,MG,1688881319
532,colonia,50.9333,6.95,24.42,70,0,1.03,DE,1688880755
533,isangel,-19.55,169.2667,24.06,78,75,2.57,VU,1688881321
534,okha,53.5739,142.9478,18.72,64,83,3.06,RU,1688881322
535,laminusa,5.5549,120.9136,26.88,77,100,3.99,PH,1688881323
536,aljezur,37.3191,-8.8033,17.62,89,38,6.55,PT,1688881325
537,firuzabad,28.8438,52.5707,35.0,14,0,1.8,IR,1688881326
538,punta alta,-38.8759,-62.0736,11.15,82,100,3.44,AR,1688881327
539,santa barbara,34.7333,-120.0343,14.22,78,100,1.54,US,1688880835
540,floro,61.5996,5.0328,19.04,72,69,1.03,NO,1688881329
541,livingstonia,-10.606,34.1063,17.09,60,2,2.38,MW,1688881330
542,mount pleasant,32.7941,-79.8626,26.11,98,0,2.06,US,1688881317
543,tofol,5.3248,163.0078,29.88,74,100,3.6,FM,1688881333
544,choyr,46.3611,108.3611,26.4,32,63,1.21,MN,1688881334
545,robore,-18.3333,-59.75,24.19,52,73,1.98,BO,1688881335
546,saint-joseph,-21.3667,55.6167,24.21,60,36,0.31,RE,1688881337
547,padang,-0.9492,100.3543,30.03,64,60,3.16,ID,1688881221
548,kozienice,51.5829,21.5478,21.46,42,2,2.8,PL,1688881340
549,basco,20.4487,121.9702,29.41,67,54,2.82,PH,1688881341
550,kertih,4.5141,103.4483,31.01,74,40,1.54,MY,1688881344
551,mersing,2.4312,103.8405,32.95,75,40,3.6,MY,1688881346
552,daru,-9.0763,143.2092,25.18,91,85,5.29,PG,1688881347
553,notodden,59.5594,9.2585,19.44,66,97,1.0,NO,1688881348
554,reggane,26.7158,0.1714,35.15,10,9,10.23,DZ,1688881349
